PubmedID,Title,Publication Date,Non-academic Author(s),Company Affiliation(s),Corresponding Author Email
40038753,Confounder adjustment in observational studies investigating multiple risk factors: a methodological study.,2025 Mar 5,Gao Y; Xiang L; Yi H; Song J; Sun D; Xu B; Zhang G; Wu IX,,
40038706,Developmental odontogenic cysts with special focus on the occurrence of multiple cysts and syndromic association: a single-centre cross-sectional study from the Czech Republic.,2025 Mar 4,Szaraz D; Ksinan AJ; Machacek C; Borilova Linhartova P,,
40038693,The prognostic value of ultrasound features and parafibromin expression in parathyroid carcinoma.,2025 Mar 4,Liu R; Ma L; Xia Y; Gao L; Ji J; An Y; Pan A; Luo N; Jiang Y,,
40038684,Survival impact and risk factors of skeletal muscle loss during first-line EGFR-TKIs therapy in advanced lung adenocarcinoma patients.,2025 Mar 4,Nie X; Zou M; Song C; Zhang P; Ma D; Cui D; Cheng G; Li L,,
40038680,Safety and efficacy of pemetrexed for patients with non-small cell lung cancer in the setting of renal impairment: a retrospective study.,2025 Mar 4,Shima Y; Yoshida H; Suminaga K; Yoshida H; Hashimoto K; Ogimoto T; Hosoya K; Ajimizu H; Funazo T; Nomizo T; Ozasa H; Hirai T,,
40038677,The importance of age as a prognostic predictor of childhood hepatoblastoma: an analysis of single-center childhood hepatoblastoma in China.,2025 Mar 4,Li Z; Jiang H; Wang YQ; Wang WQ; Huang LB; Liu JC; Xue HM,,
40038652,Cascade-recharged macrophage-biomimetic ruthenium-based nanobattery for enhanced photodynamic-induced immunotherapy.,2025 Mar 4,Xia G; Fan Z; Wang Q; Li J; Zhang Y; Aipire A; Su Q; Li Y; Hou Z; Li J,,
40038641,"Is the oral pathogen, Porphyromona gingivalis, associated to colorectal cancer?: a systematic review.",2025 Mar 4,Navarro-Sánchez A; Nieto-Vitoria MÁ; López-López JA; Martínez-Crespo JJ; Navarro-Mateu F,,
40038512,Evaluation of ovarian functions in girls treated for hematological malignancy.,2025 Mar 4,Kamış ŞÇ; Yağcı B; Koç AS; Çil M,,
40038454,p53 regulates DREAM complex-mediated repression in a p21-independent manner.,2025 Mar 4,Agrawal R; Sengupta S,,
40038347,Prevalence and impact of fertility preservation among young women with breast cancer.,2025 Mar 4,Chen M; Wang X; Lan N; Chen Y; Gao Y; Wang J; Wang W; Jiao M; Bai S; Li W; Wu F; Hu F; Zhang Y; Ren J,,
40038344,Systematic review and meta-analysis of animal experiments on Bushen formulas for the treatment of polycystic ovary syndrome.,2025 Mar 5,Cui Y; Zhang C; Li X; Cui Y; Gao L; Wang P,,
40038330,Predictive performance of risk prediction models for lung cancer incidence in Western and Asian countries: a systematic review and meta-analysis.,2025 Mar 4,Juang YR; Ang L; Seow WJ,,
40038214,Decoding codon usage in human papillomavirus type 59.,2025 Mar 4,Tan X; Zhou W; Jing S; Shen W; Lu B,,
40038172,Priority setting for improved leukemia management and research in South Africa: a modified Delphi study.,2025 Mar 4,Woudberg R; Sinanovic E,,
40038019,Does Extramural Vascular Invasion Predict Response to Neoadjuvant Therapy in Locally Advanced Rectal Cancer?,2025 Feb 7,Bhutiani N; Yousef MM; Yousef AM; Haque EU; Chang GJ; Konishi T; Bednarski BK; You YN; Shen JP; Uppal A,,
40037984,Perioperative Risk Factors for New-Onset Perioperative Atrial Fibrillation Following Minimally Invasive Esophagectomy: A Single-Center Retrospective Study.,2025 Mar 4,Li X; Yu L; Yang J; Fu M; Tan H,,
40037955,Metastatic Pure Seminomas With Early Relapse: Prognostic Roles of High Dose Chemotherapy and Surgery of Residual Disease.,2025 Apr,Duval L; Allignet B; Chevreau C; Gravis G; Mazza C; Gross-Goupil M; Laguerre B; Peyrat P; Izarn F; Patrikidou A; Fléchon A,,
40037925,Transfer learning radiomic model predicts intratumoral tertiary lymphoid structures in hepatocellular carcinoma: a multicenter study.,2025 Mar 4,Long S; Li M; Chen J; Zhong L; Dai G; Pan D; Liu W; Yi F; Ruan Y; Zou B; Chen X; Fu K; Li W,,
40037892,Clinical Outcomes of Patients Receiving Stereotactic Body Radiotherapy Dose De-escalation for Hepatocellular Carcinoma at the Hepatic Hilum.,2025 Mar,Fujisawa T; Hojo H; Nakamura M; Makita K; Hirata H; Oyoshi H; Tomizawa K; Zhou Y; Fukushi K; Ikeda M; Zenda S,,
40037859,Male Breast Cancer: A Single Institutional Clinicopathological Profiling.,2025 Mar,DE Sarkar S; Banerjee S; Ismail A; Mavadia A; Choi S; Ghose A; Boussios S,,
40037852,Urethral Visualization Using Near-infrared Light Observation During Transanal/Perineal Total Mesorectal Excision.,2025 Mar,Goto K; Ryu S; Imaizumi Y; Iwauchi S; Kobayashi T; Ito R; Nakabayashi Y,,
40037848,Oncologic Relevance and Anal Preservation Potential of Transanal Total Mesorectal Excision for Rectal Cancer Invading Adjacent Organs.,2025 Mar,Sugiyama M; Kasagi Y; Yokomizo R; Terashi M; Oonishi E; Nagai T; Koga N; Shimagaki T; Tomino T; Iwanaga A; Kimura Y; Sugimachi K; Morita M,,
40037772,The effect on attendance of the requirement to confirm a pre-scheduled appointment in a population-based mammography screening programme.,2025 Mar 4,Goossens M; Tran TN,,
40037767,Cardiovascular screening and long-term outcomes in aircraft pilots.,2025 Mar 4,Elkhatib WY; Flipse TR; Allison TG; Speicher LL; Sledge HJ; Li Z; Shapiro BP; Gharacholou SM,,
40037516,Improving Human Papillomavirus Vaccine Administration Using Medical-Dental Integration.,2025 Mar 5,Jack JL; Stein AB; Podewils LJ; Breslin K; Hamilton S; Williams JTB,,
40037399,Psychological Distress is Associated with Blunt Use Among Youth in the US: Insights from the 2021-2023 National Youth Tobacco Surveys.,2025 Mar 3,Jebai R; Kowitt SD; Ranney LM; Cornacchione Ross J,,
40037215,"Ventricular opening in High-Grade Glioma surgery. Impact on surgical, functional outcomes, and survival rates. Experience in a Latin-American center.",2025 Mar,Ruella M; Caffaratti G; Yorio F; Muggeri A; Del Pont FM; Domecq L; Mormandi R; Cervio A,,
40036973,The PCOS Phenotype in Unselected Populations study: ethnic variation in population-based normative cut-offs for defining hirsutism.,2025 Mar 3,Bizuneh AD; Joham AE; Tay CT; Kiconco S; Earnest A; Dhungana RR; Suturina LV; Zhao X; Gambineri A; Ramezani Tehrani F; Yildiz BO; Kim JJ; Xu L; Makwe CC; Teede HJ; Azziz R,,
40036924,Radon exposure and cancer burden: A regional spatial analysis in Finland.,2025 Mar 3,Amin S,,
40036870,"UV radiation triggers mycosporine-glutaminol-glucoside biosynthesis in Naganishia friedmannii FBU002, a non-pathogenic yeast.",2025 Mar 3,Martins-Silva G; Barbosa RS; Santos RS; de Carvalho ACSR; Kreusch M; Padilla AAA; Vallim MA; de Medeiros LS; Pascon RC,,
40036750,Inter-rater variability for the American Society of Anesthesiologists classification in patients undergoing hepato-pancreato-biliary surgery (MILESTONE-2): international survey among surgeons and anaesthesiologists.,2024 Dec 30,Augustinus S; Sijberden JP; Bieze M; Agarwal V; Aldrighetti LA; Alseidi A; Bonofiglio FC; Conlon KCP; Donadello K; Erdmann J; Ferrone C; Guertin M; Harter R; Franceschetti ME; Fusai GK; Groot Koerkamp B; Hackert T; Jang JY; Kander T; Keck T; Krzanicki D; Lee HJ; Lewis K; Natalini G; Nau C; Pawlik TM; Pitt HA; Reineke R; Salvia R; de Santibanes E; Shrikhande SV; Smith M; Szijarto A; Tingstedt B; Wei AC; Windsor J; Abu Hilal M; Pardo M; Hollmann MW; Besselink MG,,
40036743,Impact of pre-compression versus non-compression before parenchyma transection in left-sided pancreatic resection on the rate of clinically relevant pancreatic fistula: multicentre randomized clinical trial.,2025 Feb 1,Sumiyoshi T; Uemura K; Seo S; Fujii T; Satoi S; Miwa T; Fukasawa M; Yamaki S; Oshita A; Abe T; Sudo T; Tazuma S; Sasaki M; Matsugu Y; Kohashi T; Nakashima A; Kuroda S; Oishi K; Inoue M; Okano K; Matsukawa H; Ohdan H; Takahashi S,,
40036708,Prevalence and Associated Factors for Depression Among Patients With Sarcoma.,2025 Mar 4,Robinson MJ; Nguyen SM; Friedman DL; Schremp EA; Wang LL; Borinstein SC; Davis EJ; Pal T; Park BH; Shu XO,,
40036686,Comments on 'Vimentin intermediate filaments coordinate actin stress fibers and podosomes to determine the extracellular matrix degradation by macrophages'.,2025 Feb 27,Etienne-Manneville S,,
40036657,Predicting Overall Survival in Patients with Male Breast Cancer: Nomogram Development and External Validation Study.,2025 Mar 4,Tang WZ; Mo ST; Xie YX; Wei TF; Chen GL; Teng YJ; Jia K,,
40036626,Primary low-grade salivary gland-type intraductal carcinoma of the lung with CCDC6::RET fusion: Case presentation and literature review.,2025 Feb 27,Wang B; Wang X; Chang Z; Zhong D,,
40036267,Comparative surgical invasiveness of internal fixation for pathological fractures in metastatic bone disease versus traumatic fractures: a quantitative analysis of operative time and blood loss.,2025 Feb 26,Hayashi K; Takenaka S; Ohshika S; Kawashima H; Endo M; Kobayashi E; Nakata E; Nakamura T; Horiuchi K; Hamada T; Nishida Y; Morii T,,
40036170,Adoption of Decentralized Trial Elements in Cancer Clinical Trials Supporting FDA Approvals During COVID-19.,2025 Mar 4,Patel TH; Corneli A; Balcazar P; Lipset C; Calvert SB; Mervin-Blake S; Nalawade V; Kluetz PG,,
40036006,Flavonoids in the Treatment of Non-small Cell Lung Cancer via Immunomodulation: Progress to Date.,2025 Mar 4,Liang MS; Huang Y; Huang SF; Zhao Q; Chen ZS; Yang S,,
40035975,Factors associated with locoregional recurrence after neoadjuvant chemotherapy for breast cancer in a safety-net medical center.,2025 Mar 4,Brabender D; Hossino D; Kim S; Jayich M; Polyakov L; Gomez D; Carr AA; Sener SF,,
40035396,Self-Reported Quality of Life and Lived Experiences of Adolescent Cancer Survivors Aged 10-19 in Southwestern Uganda: A Mixed-Methods Study in a Resource-Limited Setting.,2025 Mar,Longes DF; Tibaijuka L; Muwanguzi M; Kalubi P; Asiimwe S; Schwartz K; Weinstein H; Najjingo E; Atwiine B,,
40035333,Harnessing the Farm Effect: Microbial Products for the Treatment and Prevention of Asthma Throughout Life.,2025 Mar,Hollinger MK; Grayson EM; Ferreira CM; Sperling AI,,
40035081,Systemic induction therapy in patients with locally advanced or node-positive urothelial carcinoma: Evaluating treatment outcomes.,2024 Dec,Rutten VC; Mellema JJ; Zuiverloon TC; Robbrecht DG; van der Heijden MS; Boormans JL,,
40034974,Increment of Skeletal Muscle Mass Predicts Survival Benefit for Hepatocellular Carcinoma Treated with Transarterial Chemoembolization Combining Molecular Targeted Agents and Immune Checkpoint Inhibitors.,2025,Chen W; Yan HT; Zhang JX; Shen X; Liu J; Liu S; Shi HB; Ding Y; Zu QQ,,
40034955,Comprehensive Analysis of Osteosarcoma Referral Letters: Insights into Medical Collaboration and Diagnostic Practices at Our Hospital.,2025 Mar-Apr,Hashimoto K; Nishimura S; Goto K,,
40034952,Impact of Body Mass Index on Survival After Docetaxel Chemotherapy for Metastatic Castration-resistant Prostate Cancer.,2025 Mar-Apr,Nieder C; Stanisavljevic L; Dalhaug A; Haukland EC,,
40034950,Long-term Outcomes of Salvage Radiotherapy Using TomoTherapy With Image-guided Radiotherapy for Postoperative Prostate Cancer Patients.,2025 Mar-Apr,Mukai Y; Omura M; Minagawa Y; Mase M; Nishikawa Y; Miura I; Hata M,,
40034504,How follow-up period in prospective cohort studies affects the relationship between baseline fish consumption and risk of Alzheimer's disease and dementia.,2025 Jan-Dec,Grant WB,,
40034478,Second Look Opportunity for Radiation Oncology Medical Residency During Virtual Interview Season.,2025 Mar,Mahoney MT; Kwon YS; Nwachukwu CR; Iyengar P; Timmerman RD; Arbab M; Kumar KA,,
40034381,Global research on NK cells in miscarriage: a bibliometric study.,2025,Wang Y; He X; Yang C; Ding J,,
40034251,Long-Term Data From Patients Who Received Pembrolizumab in Locally Advanced or Metastatic Cutaneous Squamous Cell Carcinoma.,2025,Melgaard KE; Lonkvist CK; Nielsen AL; Nielsen DL; Eefsen RL,,
40034245,Summary from the NCI clinical trials planning meeting on next generation of clinical trials in non-muscle invasive bladder cancer().,2025 Jan-Mar,Apolo A; Baumann BC; Al-Ahmadie H; Ballas L; Bangs R; Brothers K; Greenberg SC; Delacroix S; Dignam JJ; Efstathiou JA; Feldman AS; Foster JC; Hahn NM; Hall E; Hansel DE; Hoffman-Censits J; Kamat AM; Kamran SC; Khani F; Lerner SP; Lipman R; Mann B; McConkey D; McKiernan J; Rose TL; Smith AB; Tangen C; Amiri AT; Weinstock C; West PJ; Milowsky MI; Black PC,,
40034243,Practice patterns and outcomes of conventional versus split-dose cisplatin in neoadjuvant ddMVAC in bladder cancer.,2025 Jan-Mar,Callihan EB; Kuna EM; Eule CJ; Kessler ER; Flaig TW,,
40034097,Functions and Therapeutic Potentials of Long Noncoding RNA in Skeletal Muscle Atrophy and Dystrophy.,2025 Apr,Zhang Y; Wang T; Wang Z; Shi X; Jin J,,
40034042,Evaluating Intermittent Dosing of Aspirin for Colorectal Cancer Chemoprevention.,2025 Mar 4,Zhu X; Chen R; Ness RM; Naik RD; Murff HJ; Zhang H; Xu Y; Benante KA; Azcarate-Peril MA; Zheng Y; Wang J; Shrubsole MJ; Su T; Mi X; Kocherginsky M; Rodriguez LM; Della'Zanna G; Richmond E; Hou L; Khan SA; Dai Q,,
40033809,BRAF V600E positive papillary thyroid carcinoma (TERT and TP53 mutation coexistence excluded): Correlation of clinicopathological features and the extent of surgical treatment and its complications.,2024 Dec,Hlozek J; Rotnagl J; Holy R; Hlozkova T; Pekova Bulanova B; Kuklikova V; Bendlova B; Soukup J; Hrabal P; Astl J,,
40033515,"Interventions on Fruit and Vegetable Intake in Low-, Middle-, and High-Income Countries: A Scoping Review of Evidence and Knowledge Gaps.",2025 Mar 3,Azupogo F; Koyratty N; Smith TJ; Hinnouho GM; Tharaney M; Bliznashka L; Amunga DA; Angeles-Agdeppa I; Goyena E; Grant F; Kinabo J; Mitchodigni IM; Silva R; Sitisekara H; Olney DK; Hess SY,,
40033426,"Prevalence and genotype distribution of human papillomavirus in individuals referred to a laboratory in Urmia, Iran.",2025 Mar 3,Mojarrad S; Najmafshar M; Jahromi ZK; Salahi Ardekani O; Shahraki HR; Jalvand M; Sana FA,,
40033418,Mesothelin-targeted CAR-T cells secreting NKG2D-BiTEs exhibit potent efficacy against triple-negative breast cancer.,2025 Mar 3,Saliu MA; Wang Q; Salisu MD; Ren Y; Zhang P; Suleiman RB; Cao B; Xu Y; Liu X; Lluis F; Liu M; Wan X,,
40033301,Sos1 ablation alters focal adhesion dynamics and increases Mmp2/9-dependent gelatinase activity in primary mouse embryonic fibroblasts.,2025 Mar 3,Liceras-Boillos P; Garcia-Navas R; Llorente-González C; Lorenzo-Martin LF; Luna-Ramírez L; Fuentes-Mateos R; Calzada N; Vega FM; Holt MR; Ridley AJ; Bustelo XR; Vicente-Manzanares M; Santos E; Baltanás FC,,
40033281,Efficacy and safety of PD-1/PD-L1 inhibitors for natural killer/T-cell lymphoma: a single-arm meta-analysis.,2025 Mar 3,Yang J; Xue X; Ma Y; Wang X; Xu C,,
40033197,Diagnostic value of peripheral blood inflammatory indices for clinicopathological profile of colorectal cancer: a retrospective observational study.,2025 Mar 3,Rezazadeh M; Kamyabi A; Pisheh RG; Noroozie S; Amiri BS; Negahi A; Radkhah H,,
40033086,"Health inequalities in hepatocellular carcinoma surveillance, diagnosis, treatment, and survival in the United Kingdom: a scoping review.",2025 Mar 3,Mysko C; Landi S; Purssell H; Allen AJ; Prince M; Lindsay G; Rodrigues S; Irvine J; Street O; Gahloth D; MacLennan S; Piper Hanley K; Hanley N; Athwal VS,,
40032764,Smartphone-Based Oral Lesion Image Segmentation Using Deep Learning.,2025 Mar 3,Thakuria T; Mahanta LB; Khataniar SK; Goswami RD; Baruah N; Bharali T,,
40032749,High glucose facilitates hepatocellular carcinoma cell proliferation and invasion via WTAP-mediated HK2 mRNA stability.,2025 Mar 3,Niu Y; Jia S; Xiao X; Tu K; Liu Q,,
40032747,Appropriateness of Recommendations for Surveillance Colonoscopy After Polypectomy-A Comparison of Adherence to the 2012 and 2020 USMSTF Guidelines.,2025 Mar 3,Idouchi K; Gregoski MJ; Rockey DC,,
40032734,Robotic Resection of Left Intraductal Papillary Cholangiocarcinoma with Roux-en-Y Hepaticojejunostomy: Standardized Technique of Liver Resection with Biliary Reconstruction.,2025 Mar 3,Lim A; Ross S; Sucandy I,,
40032630,Knowledge relay: Synergetic generation and transfer learning for pancreatic tumor segmentation on multimodal images.,2025 Mar 3,Gou S; Liu N; Liu W; Yao Y,,
40032416,[Clinicopathological significance of DICER1 mutation in follicular thyroid carcinoma].,2025 Mar 8,Li XQ; Wang YL; Zhang Z; Zhao JS; Kong WM; Pan XZ; Bao LR; Yang KZ; Gu HY; Wang JG,,
40032414,[Morphological changes of eosinophilic coarse granules in epithelial cytoplasm of breast adenosis].,2025 Mar 8,Song SS; Ding HY,,
40032413,[Low-grade adenosquamous carcinoma of the breast arising from benign sclerosing lesions: a clinicopathological analysis].,2025 Mar 8,An R; Li HX; Zhu HY; Ding HY,,
40032405,Somatic acupressure for the management of the fatigue-sleep disturbance-depression symptom cluster in breast cancer survivors: a study protocol for a phase III randomised controlled trial.,2025 Mar 3,Li M; Wang T; Liu XL; Deng RL; Kwok WH; Yao LQ; Tan JB,,
40031812,"Induction Camrelizumab and Modified TPF (Nab-Paclitaxel, Cisplatin, and S-1) in Locoregionally Advanced Nasopharyngeal Carcinoma.",2025 Mar 3,Yu YF; Dai YQ; Zhang ZK; Lu GZ; Lin Q; Wu SG,,
40031376,"Reliability of rectal MRI radiomic features: Comparing rectal MRI radiomic features across reader expertise levels, image segmentation technique, and timing of rectal MRI in patients with locally advanced rectal cancer.",2025 Apr,Charbel C; Kwok HC; Miranda J; Zheng J; El Homsi M; El Amine MA; Chhabra S; Danilova S; Gangai N; Petkovska I; Capanu M; Vanguri RS; Chakraborty J; Horvat N,,
40031100,Resilience mediates the impact of caregiver burden on quality of life among informal caregivers of gastrointestinal cancer patients receiving adjuvant chemotherapy: A cross-sectional study.,2024 Nov 26,Song R; Sun J; Xu R; Jiang X,,
40031094,"Comprehensive appraisal of the association between sexually transmitted infections and prostate cancer: A scoping review of empirical studies, reviews, and meta-analyses.",2025 Mar 2,Noorani R; Botting-Provost S; Barsoum GK; Laurie C; El-Zein M; Franco EL,,
40029643,Integrating Tobacco Treatment Into Lung Cancer Screening: The Screen Assist Factorial Randomized Clinical Trial.,2025 Mar 3,Park ER; Haas JS; Rigotti NA; Neil JM; Marotta CJ; Wint AJ; Gonzalez I; McGovern SE; Chang Y; Levy DE; Flores EJ; Merker VL; Noonan E; Bliss CC,,
40029561,Indocyanine green angiography to evaluate immediate hypoparathyroidism after thyroid cancer surgery.,2025 Mar 3,Santa Ritta Barreira CE; Miranda AP; Peixoto TF; Pinheiro RN,,
40029482,Black-White Differences Related to Ageism and Health: Evidence from the Experiences of Aging in Society Project.,2025 Mar 3,Allen JO; Moïse V; Onishi S,,
40029351,Tumor volume change at radiation boost planning to estimate the response to chemoradiotherapy in stage III unresectable NSCLC (TORCH): a multicenter retrospective observational study.,2025 Mar 3,Trommer S; Müller JA; Oertel M; Ehret F; Roohani S; Ha HM; Ha QN; Hering K; Nägler F; Lange T; Mäurer M; Weissmann T; Putz F; Trommer M; Baues C; Dobiasch S; Waltenberger M; Skripcak T; Vordermark D; Medenwald D,,
40029350,Repeated chest wall reconstruction after resection of a sternal chondroid chordoma with long-term postoperative infection of the reconstructive material.,2024 Dec 31,Le UT; Kiefer J; Zeller J; Senbaklavaci Ö; Simunovic F; Titze L,,
40029239,Adherence to mt-sDNA testing for colorectal cancer screening among new users in a US Black population.,2025 Mar 10,Greene M; Gohil S; Camardo M; Ozbay AB; Limburg P; Lovelace J,,
40029034,Ultrasensitive Detection of FEN1 Activity for Cancer Diagnosis Using a CRISPR/Cas13a-Based Triple Cascade Amplification System.,2025 Mar,Cheng X; Zhao W; Chen D; Ren D; Qian T; Xia X; Wang X; Li Q; Yang J; Gu Y; Zhang P; Yin K; Yu P; Dong W,,
40029006,Inflammation and epithelial-mesenchymal transition in a CFTR-depleted human bronchial epithelial cell line revealed by proteomics and human organ-on-a-chip.,2025 Mar 3,Mattoscio D; Baeza LA; Bai H; Colangelo T; Castagnozzi S; Marzotto M; Cufaro MC; Lotti V; Yuan YC; Mucci M; Si L; Zuccarini M; Tredicine M; D'Orazio S; Pieragostino D; Del Boccio P; Sorio C; Trerotola M; Romano M; Plebani R,,
40028988,The Effect of Chemotherapy-Induced Alopecia on Distress and Quality of Life in Male Patients With Cancer.,2025 Feb 18,Çelik A; Çinar D; Öztürk Çetin A; Ümit Ünal O,,
40028948,[Enkephalins produced by regulatory T lymphocytes modulate pain in mice].,2025 Feb,Novarino J; Li W; Marodon G,,
40028896,Enhancing Quality of Life: The Effect of Complete Decongestive Therapy on Jordanian Women With Breast Cancer After Axillary Lymph Node Dissection.,2025 Mar 3,Shamoun S; Ahmad M,,
40028687,"Seroprevalence of Chikungunya and O'nyong-nyong Viruses in Senegal, West Africa.",2025 Mar,Tonto PB; Sy M; Ndiaye IM; Toure M; Gaye A; Aidara M; Mbaye AM; Dia AK; Diallo MA; Gomis JF; Yade MS; Diedhiou Y; Dieye B; Diongue K; Seck MC; Badiane AS; Herrera BB; Ndiaye D,,
40028378,Lifestyle risk factors for overweight and obesity among rural Indian adults: a community-based prospective cohort study.,2025,Rai RK; Bromage S; De Neve JW; Barik A,,
40028340,A bibliometric and visualization analysis of the role of traditional Chinese medicine in cancer immunotherapy.,2025,Lian Y; Sun J; Yang L; Yu W,,
40028158,Case report: Aumolertinib plus gumarontinib in a patient with EGFR mutated non-small-cell lung cancer harboring acquired MET amplification following progression on afatinib plus crizotinib.,2025,Hui JJ; Ding SJ; Qin BD; Ding N,,
40027999,Sociodemographic variation in experiences with medication shortages among US adults.,2025 Mar,Fang J; Goodman MS; Kaphingst KA; Parikh NS; Bae JY; Silver D; Bather JR,,
40027976,Optimising Initial Pain Management and its Influence on Compliance and Treatment Abandonment in Newly Diagnosed Head-and-Neck Cancer Patients: A Real-world Experience.,2025 Jan-Mar,Talagadadeevi BVSSK; Kannan R; Veeraiah S; Seshachalam A; Anand T; Vijayakanth S; Malik K,,
40027939,Global research trends in liquid biopsy for ovarian cancer from 1999 to 2023: A 25-year bibliometric analysis.,2024 Sep,Wan J; Rao Z; Liu H; Wan J,,
40027844,Does Size Matter? A Retrospective Study Analysing the Size of PI-RADS 4 Lesions and Its Associated Prostate Cancer Positivity with Transperineal Prostate Biopsy.,2025,Hooshyari A; Scholtz D; Maoate K; Robertson S; Vermeulen LP; De Andrade LGM; Kawano PR; Gilling P; Fraundorfer M; Vasconcelos Ordones F,,
40027237,Lessons learned in migrating from one commercial genetics clinical decision-making tool to another: Assessment of data integrity and utilization.,2025,Le C; Tatunay K; Liu W; Lu H; Rodis NA; Nam T; Laurino MY; Dubard-Gault ME,,
40027150,Noninvasive Quantification of Hepatic Steatosis Using Ultrasound-Derived Fat Fraction (CHESS2303): A Prospective Multicenter Study.,2025 Mar,Huang Y; Li J; Liu C; Song D; Zhu C; Ren Y; Lv J; Jiang L; Shan R; Wang H; Wang Z; Long S; Jiang F; Xie X; Lu L; Qi R; Rong P; Shao C; Yao W; Gao Y; Wang W; Cheng J; Wong VW; Wang Y; Seto WK; Dong Y; Dietrich CF; Qi X,,
40027137,Emerging drivers of female bladder cancer: a pathway to precision prevention and treatment.,2025,Zhang J; Jia H; Han H,,
40027131,Retraction: Quantitative analysis and visualization of literature on acupuncture and related TCM therapies for the treatment of colorectal cancer based on CiteSpace.,2025,Frontiers Editorial Office,,
40027123,Predictive model for postoperative pneumonia in patients with esophageal cancer after esophagectomy.,2025,Chen J; Xiang Q; Zheng XJ; Jiang XY,,
40027034,Levels of Serum 25-Hydroxy Vitamin D in Benign and Malignant Breast Disease Patients: An Observational Study.,2025 Jan,Soni D; Tiwari A; Kushwah PS; Dubey S; Khan S,,
40027027,Role of HER-2/Neu Expression in Premalignant and Malignant Lesions of the Uterine Cervix: A Pathological Study.,2025 Jan,Mandal J; Jamaiyar A; Pathak S,,
40026915,A post-marketing disproportionality analysis of the safety of ribociclib based on the FDA Adverse Event Reporting System.,2025,Xu J; Wang R; Shen K,,
40026874,Preliminary testing for affiliate stigma scale: A reliable and valid stigma measure for caregivers of women with breast cancer.,2025 Dec,Bu X; Chen X; Luo L; Fan R; Jiang L; Liu X; Leung DYP,,
40026775,Examining the impact of treatment guidelines on outpatient antibiotic prescription trends at a cancer center in Pakistan.,2025,Abbas S; Aslam S; Batool S; Zafar M; Khaliq S; Fatima M; Shehzad I; Arslan M; Attiq I; Shehbaz M; Khan A; Raza MA; Zulfiqar H; Mahmood A; Sultan F,,
40026695,"The relationship between sports performance, physical activity and e-cigarette use among Australian adolescents: A qualitative study.",2025,Yazidjoglou A; Watts C; Joshy G; Banks E; Freeman B,,
40026684,Quitting smoking after a cancer diagnosis is associated with reductions in stigma and anxiety: A longitudinal mediation analysis.,2025 Feb,Williamson TJ; Park ER; Warner ET; Rasmussen AW; Ostroff JS,,
40026431,"Awareness of breast self-examination and understanding of breast cancer treatment options among female patients of Lahore, Pakistan: a cross-sectional study.",2024 Dec,Mustafa N; Ashiq K; Mustafa E; Ali S; Zaka M,,
40026139,"The association between anxiety and depression, acceptance of the disease, and the quality of life of patients with colorectal cancer - a cross-sectional study.",2025 Feb,Świątkowski F; Bułdyś K; Górnicki T; Jurga M; Chabowski M,,
40025923,Dual-Functional Hafnium Oxide Nanoplatform Combining High-Z Radiosensitization With Bcl-2 Gene Silencing for Enhanced Cancer Radiotherapy.,2025 Mar 3,Shin S; Bae GH; Han JH; Shin HE; Park JD; Ko S; Koh EY; Han J; Han SC; Lee JJB; Kim DH; Nam H; Park W,,
40025859,A Supramolecular Nanoengine Generates Nanomechanical Force on Demand for Precise Cytosolic Delivery of Anti-miRNAs and Synergistic TNBC Therapy.,2025 Mar 2,Yang Y; Ning H; Zhu H; Du J; Sun W; Song K; Cheng YY; Fan J; Peng X,,
40025673,Study Protocol of a Prospective Phase 2 Study of Chlorophyllin for the Management of Brain Radionecrosis in Patients With Diffuse Glioma (CHROME).,2025 Mar,Dasgupta A; Sawant S; Chatterjee A; Gota V; Sahu A; Choudhari A; Bhattacharya K; Puranik A; Dev I; Moiyadi A; Shetty P; Singh V; Menon N; Epari S; Sahay A; Shah A; Bano N; Shaikh F; Jirage A; Gupta T,,
40025568,Prognostic and predictive role of circulating tumor DNA detection in patients with muscle invasive bladder cancer: a systematic review and meta-analysis.,2025 Mar 1,Gao X; Qi W; Li J; Xia Y; Ding P; Guo D; Shi B; Jiang X,,
40025535,The role of oxidative stress-mediated fibro-adipogenic progenitor senescence in skeletal muscle regeneration and repair.,2025 Mar 1,Yao Y; Luo Y; Liang X; Zhong L; Wang Y; Hong Z; Song C; Xu Z; Wang J; Zhang M,,
40025457,Predictors of occult lymph node metastasis in clinical T1 lung adenocarcinoma: a retrospective dual-center study.,2025 Mar 1,Huang X; Huang X; Wang K; Liu L; Jin G,,
40025395,Long-Term Experience with Luspatercept in Relapsed/Refractory Myelodysplastic Neoplasms: A Chinese Real-World Study.,2025 Mar 1,Zhang Z; Wang L; Liu Z; Yang C; Chen M; Han B,,
40025324,Predictors of Pathologic Complete Response with Neoadjuvant Chemo-Immunotherapy in Early-Stage Triple-Negative Breast Cancer.,2025 Mar 2,Perry LM; Sevilimedu V; Polidorio N; Abuhadra N; Morrow M; Plitas G; Downs-Canner S,,
40025241,The prognostic impact of preoperative nutritional status on postoperative complications and overall survival in patients with resectable pancreatic cancer.,2025 Mar 3,Gündoğdu E; Karahan BN; Şendil AM; Zengin A; Ulaş M; Kılıç M,,
